id,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25
17519,4.98,3.7,-0.54,-14.34,-16.07,-0.95,4.79,1.36,7.45,0.5,30,63,87,58,90,D,C,B,E,B,0.0,1.0,0.0,1.0,1.0
21079,1.49,-10.67,4.21,6.98,16.24,-8.05,-10.32,-1.12,-5.86,10.8,61,34,16,80,79,A,E,E,D,D,1.0,0.0,1.0,1.0,1.0
20182,-0.46,-10.33,1.55,-1.06,18.86,-0.6,1.21,1.43,5.62,11.19,75,26,35,64,42,A,D,B,B,A,0.0,0.0,0.0,0.0,1.0
24662,-0.92,-13.19,-2.16,3.97,15.51,-3.06,4.01,-6.3,8.31,7.16,64,32,21,29,31,A,B,C,C,E,1.0,1.0,0.0,1.0,0.0
12147,-3.27,-1.18,-2.78,-0.46,2.77,2.99,-7.67,10.66,4.23,3.19,46,46,27,50,8,C,A,C,E,A,0.0,1.0,1.0,1.0,1.0
16542,4.7,3.63,1.28,-16.52,-12.07,-1.44,0.58,-3.06,12.7,-11.02,39,76,68,5,83,D,B,B,E,D,1.0,1.0,1.0,0.0,1.0
9318,-17.9,3.44,13.86,3.6,-8.72,1.29,14.54,-6.74,-10.3,0.91,97,1,43,38,38,B,D,B,D,B,0.0,1.0,0.0,1.0,1.0
15821,3.12,1.59,1.72,-14.26,-10.2,8.81,-2.83,2.46,10.35,-0.76,27,74,22,68,97,D,E,B,D,A,1.0,1.0,0.0,0.0,1.0
13953,0.62,-0.16,1.3,-2.55,2.92,-0.89,-0.17,11.58,-0.77,7.84,54,51,13,73,57,C,E,B,D,A,1.0,1.0,0.0,1.0,0.0
12059,-0.44,5.48,2.44,1.93,-2.39,6.85,-2.13,13.5,-13.18,3.77,49,60,72,25,32,C,C,A,D,D,1.0,1.0,1.0,0.0,1.0
8092,-17.07,-6.53,16.47,3.41,-4.28,-10.25,7.7,-4.13,5.82,-8.37,92,3,67,45,62,C,B,D,A,C,0.0,1.0,1.0,1.0,0.0
23590,-0.65,-11.81,-7.27,1.47,16.86,-2.33,-0.75,7.96,4.82,12.01,75,23,51,38,42,E,D,C,D,B,0.0,0.0,0.0,1.0,0.0
24420,2.8,-7.36,-2.21,3.65,10.77,3.03,5.5,-8.72,-4.08,9.76,67,35,72,2,32,E,C,A,A,C,1.0,0.0,0.0,0.0,1.0
7229,-15.95,-1.84,19.91,-0.2,-2.86,5.86,9.57,-3.95,-2.07,0.34,96,15,83,60,20,B,E,A,D,D,0.0,1.0,1.0,1.0,1.0
22666,0.88,-9.65,0.22,-2.63,15.46,8.98,-1.54,0.24,3.11,8.5,78,31,69,49,56,E,A,B,B,A,0.0,1.0,1.0,1.0,1.0
13339,2.66,-1.66,2.65,2.12,0.93,-3.04,2.22,13.41,4.33,4.59,54,47,54,60,18,D,B,A,B,A,1.0,1.0,0.0,0.0,0.0
9516,-13.58,-3.36,13.39,-5.34,0.5,2.8,10.39,5.28,-2.86,1.23,91,4,37,78,10,C,A,D,C,D,0.0,1.0,1.0,0.0,1.0
22390,-0.09,-6.65,4.8,3.73,15.53,-1.45,-3.64,-3.8,0.29,5.04,67,34,78,13,12,E,E,D,B,B,0.0,0.0,1.0,1.0,1.0
6550,-11.84,-5.63,17.54,0.23,-1.19,-0.31,5.46,5.3,-5.52,-4.87,97,5,52,5,86,B,D,B,A,A,0.0,1.0,1.0,1.0,1.0
5690,-12.71,-1.28,14.96,-2.3,1.66,5.34,9.8,-8.87,0.49,5.72,96,14,24,37,33,B,C,C,D,B,0.0,0.0,1.0,1.0,0.0
6516,-19.0,-0.72,15.98,-5.28,-0.73,-12.63,11.86,-1.23,3.4,-1.53,97,19,32,14,61,B,B,C,E,E,0.0,1.0,1.0,0.0,0.0
15766,0.65,4.76,-1.13,-15.41,-13.71,1.49,-4.33,4.4,7.58,4.61,34,65,18,50,33,D,E,D,B,B,1.0,1.0,1.0,0.0,0.0
14939,-4.79,-0.89,-0.57,-0.72,1.64,3.81,0.42,3.46,-3.52,4.77,51,53,4,78,87,C,C,E,C,A,1.0,0.0,0.0,0.0,1.0
3610,12.53,13.11,-3.69,-0.47,-2.62,7.05,-0.94,2.76,7.16,2.76,14,96,74,49,39,B,E,B,A,D,1.0,0.0,1.0,1.0,0.0
7887,-16.51,3.55,16.52,-0.97,-3.22,0.32,6.96,2.16,2.07,-3.75,86,1,30,60,47,C,E,D,B,C,0.0,1.0,1.0,0.0,0.0
12403,-1.47,-1.92,2.95,-1.43,-2.5,2.66,-1.87,9.11,-1.93,-3.84,48,45,100,67,33,C,E,B,D,B,0.0,0.0,1.0,1.0,1.0
2975,14.35,13.31,-0.25,-3.93,-0.27,8.91,-5.51,-2.88,-5.08,0.18,8,94,30,27,63,A,A,E,A,C,1.0,0.0,1.0,1.0,0.0
1916,16.35,12.62,-1.76,-2.96,-0.1,10.99,-7.46,-7.25,-2.17,-2.59,4,80,35,20,27,B,E,D,A,A,1.0,0.0,1.0,1.0,0.0
7812,-16.6,4.5,16.75,-4.89,-4.38,-1.42,12.27,-3.55,-5.89,-0.08,81,12,5,73,1,C,B,C,A,C,0.0,1.0,1.0,1.0,1.0
9603,-11.49,1.05,11.74,-0.87,-5.07,12.51,7.68,-7.52,0.18,1.02,84,18,93,44,19,B,E,B,E,A,0.0,1.0,1.0,0.0,1.0
14416,-0.11,-0.42,0.05,-0.55,0.61,1.51,-3.46,11.21,-7.07,-2.31,56,45,78,34,7,C,E,B,E,C,1.0,1.0,0.0,1.0,0.0
20140,-3.2,-14.4,2.36,5.47,14.3,0.22,6.3,-4.91,6.0,8.34,60,27,10,3,24,E,C,A,B,E,1.0,0.0,1.0,0.0,1.0
6096,-12.87,-0.29,10.95,-2.13,3.76,-1.63,11.98,-1.13,-5.73,0.21,85,18,75,93,72,B,A,D,A,C,0.0,0.0,1.0,0.0,1.0
7540,-12.87,4.28,16.65,-0.56,-0.63,-8.87,10.45,2.07,9.67,-3.45,82,16,74,48,45,B,C,D,D,D,0.0,0.0,0.0,0.0,0.0
11817,0.52,2.63,-0.22,-3.64,1.87,0.71,-1.8,1.85,8.81,8.54,49,55,49,52,48,C,C,B,B,B,1.0,0.0,0.0,0.0,0.0
10601,0.92,0.33,0.7,2.28,-2.75,-0.08,-5.11,10.91,1.19,1.82,49,60,17,36,100,C,D,E,D,C,1.0,0.0,0.0,1.0,0.0
14799,-5.39,2.6,-0.07,-0.41,-1.88,2.02,-9.06,12.16,-4.76,-8.12,49,45,29,4,100,C,C,B,E,C,1.0,0.0,0.0,1.0,0.0
20480,1.52,-13.26,-4.34,8.47,11.78,3.73,1.24,1.17,2.68,10.39,74,27,79,20,21,E,D,C,D,C,0.0,0.0,0.0,1.0,1.0
3711,14.81,8.68,-4.52,-0.38,-1.74,6.31,-3.66,-1.61,2.19,-1.26,8,85,55,8,88,A,A,A,C,D,1.0,0.0,0.0,1.0,1.0
20926,2.59,-13.93,-2.82,1.88,14.2,3.47,4.41,1.28,7.06,12.16,68,25,87,10,6,E,A,E,E,D,0.0,0.0,0.0,1.0,0.0
13610,2.35,-1.11,-1.55,2.33,0.71,-7.09,1.71,16.71,-2.52,-0.79,55,43,9,57,64,C,D,D,E,C,1.0,1.0,0.0,0.0,1.0
15466,5.45,2.33,0.46,-9.63,-12.09,3.86,5.75,9.29,14.41,-0.44,25,63,56,65,88,D,A,D,D,D,1.0,1.0,0.0,1.0,1.0
9995,-15.15,-2.38,15.86,0.04,-2.86,0.61,7.87,-1.24,-0.5,-0.0,88,10,7,79,42,B,E,E,E,B,0.0,1.0,0.0,1.0,0.0
7299,-13.93,-0.51,14.34,0.28,-4.05,-5.33,9.15,-1.64,-6.13,-1.66,86,15,97,94,49,B,D,D,A,B,0.0,1.0,0.0,1.0,1.0
19854,2.5,0.63,-1.9,-15.99,-12.62,2.1,-1.56,-6.32,9.38,-13.73,37,61,80,36,82,D,B,D,D,A,1.0,1.0,1.0,0.0,0.0
6665,-13.96,-5.94,12.65,1.15,-5.51,0.31,7.56,-10.33,-7.26,5.54,87,16,75,5,22,B,E,D,E,A,1.0,1.0,0.0,0.0,1.0
23886,0.98,-9.68,-3.29,1.78,15.4,-4.26,5.97,-4.31,-0.96,9.82,74,31,89,78,74,E,E,C,A,A,0.0,0.0,1.0,1.0,0.0
1428,11.81,9.52,2.69,-3.83,1.61,12.5,-3.05,-3.55,-6.34,-2.08,12,82,84,1,51,A,E,B,D,B,1.0,0.0,0.0,0.0,1.0
3078,17.31,13.53,6.52,-3.74,1.52,14.28,-2.91,-7.22,-3.01,1.24,10,87,9,4,99,A,D,E,B,B,1.0,0.0,1.0,0.0,0.0
17506,1.04,-0.08,-4.76,-19.24,-10.63,-2.7,-6.43,8.94,13.22,7.8,33,66,15,11,42,D,E,A,C,C,1.0,1.0,1.0,0.0,0.0
24839,-1.13,-12.0,-1.21,1.3,14.42,-0.73,-0.97,2.3,-8.3,10.89,67,33,4,9,73,E,B,A,D,D,0.0,1.0,1.0,1.0,1.0
3542,17.49,12.09,2.02,-0.39,-2.21,9.38,1.21,8.65,3.86,6.98,16,82,44,50,74,A,E,B,C,C,1.0,0.0,0.0,1.0,0.0
8183,-13.6,-2.69,15.03,1.09,-7.79,-1.31,8.59,-2.06,2.05,-4.09,96,13,31,30,73,B,E,C,E,C,0.0,0.0,0.0,1.0,0.0
9213,-16.34,2.34,14.38,-1.07,-5.7,7.56,9.23,7.14,1.43,-4.23,91,10,48,1,33,B,C,B,A,C,0.0,1.0,0.0,1.0,1.0
1347,14.6,10.25,-0.01,1.21,2.2,14.3,3.07,-1.34,-4.48,0.81,16,100,96,100,9,A,D,C,D,A,1.0,0.0,1.0,1.0,1.0
9527,-15.39,0.67,14.05,-4.16,-2.5,-1.61,15.09,4.09,2.93,-3.92,85,8,38,46,39,B,E,E,C,E,0.0,0.0,0.0,1.0,0.0
4373,15.4,11.87,7.43,-3.07,-1.48,10.17,-2.48,-2.04,0.06,8.36,18,82,2,88,34,A,A,A,B,D,0.0,0.0,0.0,0.0,1.0
1890,17.49,10.81,-3.18,4.26,-1.04,11.27,-4.99,8.09,2.81,5.3,12,82,17,54,43,A,A,E,D,E,1.0,0.0,0.0,1.0,0.0
24672,2.11,-8.59,4.42,0.99,18.67,1.74,1.3,-2.87,-2.9,12.5,65,29,93,59,1,A,B,A,D,E,0.0,1.0,0.0,1.0,1.0
14379,-0.63,-1.59,0.51,-0.43,1.82,8.47,0.67,7.51,-6.25,4.53,56,56,91,27,62,C,C,D,D,D,0.0,1.0,1.0,0.0,0.0
7199,-12.23,-2.91,12.27,1.98,-2.78,1.09,11.38,-5.9,-0.73,-3.02,100,5,98,7,7,C,C,A,B,D,1.0,1.0,0.0,0.0,1.0
4895,15.24,11.39,-3.52,-1.71,5.36,9.01,7.05,4.67,-2.39,-1.88,19,81,1,72,79,A,B,C,C,C,1.0,1.0,0.0,1.0,0.0
2906,15.42,12.33,-2.1,-2.14,-0.06,7.81,-5.46,3.04,-10.75,-0.6,10,100,27,44,12,A,E,E,D,D,1.0,1.0,1.0,1.0,0.0
6663,-16.74,0.01,15.43,2.45,-8.22,-0.51,10.29,-2.48,-8.13,-2.59,88,10,8,64,59,B,D,E,E,D,0.0,0.0,1.0,1.0,1.0
9810,-13.57,0.52,9.9,-1.13,-0.95,-0.36,11.4,7.23,-1.34,2.25,98,15,11,6,78,B,B,C,D,E,0.0,1.0,1.0,0.0,0.0
5419,-13.81,1.29,16.06,-7.73,-1.97,-5.54,4.1,-4.24,-1.43,2.89,96,8,99,60,98,B,E,A,A,B,0.0,1.0,0.0,1.0,0.0
3548,12.14,6.75,1.08,0.4,0.27,11.59,-0.76,-0.14,1.45,6.16,11,91,94,71,23,A,D,D,D,D,1.0,0.0,0.0,0.0,1.0
12725,1.42,-2.61,0.22,-1.17,-1.93,2.47,-0.14,6.79,-0.67,0.17,52,48,71,69,58,C,C,D,E,D,1.0,0.0,0.0,0.0,1.0
13554,-1.32,-3.69,3.05,-0.39,-0.78,-4.35,1.72,2.96,13.11,7.23,47,56,7,83,22,C,A,B,E,C,0.0,1.0,0.0,0.0,1.0
24372,1.84,-9.57,-7.9,4.82,11.92,2.52,4.93,7.05,-4.46,8.45,70,25,48,84,7,E,A,B,B,E,0.0,0.0,0.0,1.0,1.0
